Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,season,Div
Regular season,4.0,Sat,2017-08-19,15:00,Wolves,1–2,Cardiff City,27068.0,Molineux Stadium,Scott Duncan,Match Report,,18,E2
Regular season,4.0,Sat,2017-08-19,15:00,Aston Villa,4–2,Norwich City,29157.0,Villa Park,Jeremy Simpson,Match Report,,18,E2
Regular season,4.0,Sat,2017-08-19,15:00,Bristol City,0–0,Millwall,18230.0,Ashton Gate Stadium,Darren England,Match Report,,18,E2
Regular season,4.0,Sat,2017-08-19,15:00,Nott'ham Forest,2–1,Middlesbrough,26265.0,The City Ground,Graham Scott,Match Report,,18,E2
Regular season,4.0,Sat,2017-08-19,15:00,Bolton,1–2,Derby County,15175.0,Macron Stadium,Steve Martin,Match Report,,18,E2
Regular season,4.0,Sat,2017-08-19,15:00,Preston,1–0,Reading,11174.0,Deepdale Stadium,Andy Madley,Match Report,,18,E2
Regular season,4.0,Sat,2017-08-19,15:00,Fulham,0–1,Sheffield Weds,20165.0,Craven Cottage,Stuart Attwell,Match Report,,18,E2
Regular season,4.0,Sat,2017-08-19,15:00,QPR,2–1,Hull City,12609.0,Loftus Road Stadium,James Linington,Match Report,,18,E2
Regular season,4.0,Sat,2017-08-19,15:00,Ipswich Town,2–0,Brentford,15348.0,Portman Road Stadium,Oliver Langford,Match Report,,18,E2
Regular season,4.0,Sat,2017-08-19,17:30,Sunderland,0–2,Leeds United,31237.0,Stadium of Light,Andrew Davies,Match Report,,18,E2
,,,,,,,,,,,,,18,E2
Regular season,5.0,Fri,2017-08-25,19:45,Bristol City,1–1,Aston Villa,21542.0,Ashton Gate Stadium,Geoff Eltringham,Match Report,,18,E2
Regular season,5.0,Fri,2017-08-25,19:45,Hull City,4–0,Bolton,16207.0,Kingston Communications Stadium,Oliver Langford,Match Report,,18,E2
Regular season,5.0,Sat,2017-08-26,15:00,Millwall,4–0,Norwich City,12671.0,The Den,Tony Harrington,Match Report,,18,E2
Regular season,5.0,Sat,2017-08-26,15:00,Middlesbrough,0–0,Preston,25295.0,Riverside Stadium,Darren England,Match Report,,18,E2
Regular season,5.0,Sat,2017-08-26,15:00,Sheffield Utd,3–1,Derby County,26202.0,Bramall Lane,Andy Madley,Match Report,,18,E2
Regular season,5.0,Sat,2017-08-26,15:00,Birmingham City,0–2,Reading,19993.0,St Andrew's Trillion Trophy Stadium,Steve Martin,Match Report,,18,E2
Regular season,5.0,Sat,2017-08-26,15:00,Brentford,0–0,Wolves,10351.0,Griffin Park,Tim Robinson,Match Report,,18,E2
Regular season,5.0,Sat,2017-08-26,15:00,Burton Albion,1–1,Sheffield Weds,5084.0,Pirelli Stadium,Darren Bond,Match Report,,18,E2
Regular season,5.0,Sat,2017-08-26,15:00,Cardiff City,2–1,QPR,18520.0,Cardiff City Stadium,Simon Hooper,Match Report,,18,E2
Regular season,5.0,Sat,2017-08-26,15:00,Ipswich Town,0–2,Fulham,16844.0,Portman Road Stadium,Paul Tierney,Match Report,,18,E2
Regular season,5.0,Sat,2017-08-26,15:00,Barnsley,3–0,Sunderland,15697.0,Oakwell Stadium,Chris Kavanagh,Match Report,,18,E2
Regular season,5.0,Sat,2017-08-26,17:30,Nott'ham Forest,0–2,Leeds United,25682.0,The City Ground,Jeremy Simpson,Match Report,,18,E2
,,,,,,,,,,,,,18,E2
Regular season,6.0,Fri,2017-09-08,19:45,Derby County,5–0,Hull City,25107.0,iPro Stadium,Darren Bond,Match Report,,18,E2
Regular season,6.0,Sat,2017-09-09,15:00,Sunderland,1–2,Sheffield Utd,29579.0,Stadium of Light,Jeremy Simpson,Match Report,,18,E2
Regular season,6.0,Sat,2017-09-09,15:00,Wolves,1–0,Millwall,24426.0,Molineux Stadium,Robert Madley,Match Report,,18,E2
Regular season,6.0,Sat,2017-09-09,15:00,QPR,2–1,Ipswich Town,14060.0,Loftus Road Stadium,Andrew Davies,Match Report,,18,E2
Regular season,6.0,Sat,2017-09-09,15:00,Reading,0–1,Bristol City,18650.0,Madejski Stadium,James Linington,Match Report,,18,E2
Regular season,6.0,Sat,2017-09-09,15:00,Bolton,0–3,Middlesbrough,17385.0,Macron Stadium,Geoff Eltringham,Match Report,,18,E2
Regular season,6.0,Sat,2017-09-09,15:00,Leeds United,5–0,Burton Albion,33404.0,Elland Road,Oliver Langford,Match Report,,18,E2
Regular season,6.0,Sat,2017-09-09,15:00,Aston Villa,0–0,Brentford,29799.0,Villa Park,Scott Duncan,Match Report,,18,E2
Regular season,6.0,Sat,2017-09-09,15:00,Fulham,1–1,Cardiff City,20984.0,Craven Cottage,Tony Harrington,Match Report,,18,E2
Regular season,6.0,Sat,2017-09-09,15:00,Preston,1–1,Barnsley,12813.0,Deepdale Stadium,Peter Bankes,Match Report,,18,E2
Regular season,6.0,Sat,2017-09-09,15:00,Norwich City,1–0,Birmingham City,26335.0,Carrow Road,Simon Hooper,Match Report,,18,E2
Regular season,6.0,Sat,2017-09-09,17:30,Sheffield Weds,3–1,Nott'ham Forest,25710.0,Hillsborough Stadium,Andy Madley,Match Report,,18,E2
,,,,,,,,,,,,,18,E2
Regular season,7.0,Tue,2017-09-12,19:45,QPR,2–2,Millwall,12600.0,Loftus Road Stadium,Roger East,Match Report,,18,E2
Regular season,7.0,Tue,2017-09-12,19:45,Aston Villa,0–0,Middlesbrough,26631.0,Villa Park,James Linington,Match Report,,18,E2
Regular season,7.0,Tue,2017-09-12,19:45,Leeds United,2–0,Birmingham City,31507.0,Elland Road,Peter Bankes,Match Report,,18,E2
Regular season,7.0,Tue,2017-09-12,19:45,Sunderland,0–1,Nott'ham Forest,26061.0,Stadium of Light,Simon Hooper,Match Report,,18,E2
Regular season,7.0,Tue,2017-09-12,19:45,Norwich City,0–0,Burton Albion,24841.0,Carrow Road,Andrew Davies,Match Report,,18,E2
Regular season,7.0,Tue,2017-09-12,19:45,Sheffield Weds,2–1,Brentford,23536.0,Hillsborough Stadium,Jeremy Simpson,Match Report,,18,E2
Regular season,7.0,Tue,2017-09-12,19:45,Preston,3–0,Cardiff City,10796.0,Deepdale Stadium,Oliver Langford,Match Report,,18,E2
Regular season,7.0,Tue,2017-09-12,19:45,Wolves,3–3,Bristol City,23045.0,Molineux Stadium,Steve Martin,Match Report,,18,E2
Regular season,7.0,Tue,2017-09-12,20:00,Bolton,0–1,Sheffield Utd,14346.0,Macron Stadium,Stuart Attwell,Match Report,,18,E2
Regular season,7.0,Wed,2017-09-13,19:45,Fulham,2–1,Hull City,15792.0,Craven Cottage,Tim Robinson,Match Report,,18,E2
,,,,,,,,,,,,,18,E2
Regular season,8.0,Sat,2017-09-16,15:00,Bristol City,4–1,Derby County,19473.0,Ashton Gate Stadium,Martin Atkinson,Match Report,,18,E2
Regular season,8.0,Sat,2017-09-16,15:00,Ipswich Town,2–0,Bolton,14164.0,Portman Road Stadium,Andy Madley,Match Report,,18,E2
Regular season,8.0,Sat,2017-09-16,15:00,Nott'ham Forest,1–2,Wolves,25756.0,The City Ground,Geoff Eltringham,Match Report,,18,E2
Regular season,8.0,Sat,2017-09-16,15:00,Cardiff City,1–1,Sheffield Weds,19137.0,Cardiff City Stadium,Lee Probert,Match Report,,18,E2
Regular season,8.0,Sat,2017-09-16,15:00,Millwall,1–0,Leeds United,16447.0,The Den,Tim Robinson,Match Report,,18,E2
Regular season,8.0,Sat,2017-09-16,15:00,Brentford,1–1,Reading,9739.0,Griffin Park,Tony Harrington,Match Report,,18,E2
Regular season,8.0,Sat,2017-09-16,15:00,Middlesbrough,3–2,QPR,24790.0,Riverside Stadium,Darren Bond,Match Report,,18,E2
Regular season,8.0,Sat,2017-09-16,15:00,Sheffield Utd,0–1,Norwich City,26218.0,Bramall Lane,Scott Duncan,Match Report,,18,E2
Regular season,8.0,Sat,2017-09-16,15:00,Hull City,1–1,Sunderland,16597.0,Kingston Communications Stadium,Darren England,Match Report,,18,E2
Regular season,8.0,Sat,2017-09-16,15:00,Birmingham City,1–3,Preston,21168.0,St Andrew's Trillion Trophy Stadium,Keith Stroud,Match Report,,18,E2
Regular season,8.0,Sat,2017-09-16,15:00,Burton Albion,2–1,Fulham,4049.0,Pirelli Stadium,Steve Martin,Match Report,,18,E2
Regular season,8.0,Sat,2017-09-16,17:30,Barnsley,0–3,Aston Villa,14633.0,Oakwell Stadium,Simon Hooper,Match Report,,18,E2
,,,,,,,,,,,,,18,E2
Regular season,9.0,Sat,2017-09-23,15:00,QPR,0–0,Burton Albion,12500.0,Loftus Road Stadium,Andy Madley,Match Report,,18,E2
Regular season,9.0,Sat,2017-09-23,15:00,Reading,1–1,Hull City,15749.0,Madejski Stadium,Steve Martin,Match Report,,18,E2
Regular season,9.0,Sat,2017-09-23,15:00,Norwich City,0–0,Bristol City,25715.0,Carrow Road,Keith Stroud,Match Report,,18,E2
Regular season,9.0,Sat,2017-09-23,15:00,Fulham,1–1,Middlesbrough,20718.0,Craven Cottage,Oliver Langford,Match Report,,18,E2
Regular season,9.0,Sat,2017-09-23,15:00,Sunderland,1–2,Cardiff City,25733.0,Stadium of Light,Peter Bankes,Match Report,,18,E2
Regular season,9.0,Sat,2017-09-23,15:00,Wolves,2–1,Barnsley,28154.0,Molineux Stadium,Jeremy Simpson,Match Report,,18,E2
Regular season,9.0,Sat,2017-09-23,15:00,Leeds United,3–2,Ipswich Town,34002.0,Elland Road,Geoff Eltringham,Match Report,,18,E2
Regular season,9.0,Sat,2017-09-23,15:00,Preston,0–0,Millwall,12363.0,Deepdale Stadium,Darren Bond,Match Report,,18,E2
Regular season,9.0,Sat,2017-09-23,15:00,Bolton,0–3,Brentford,13897.0,Macron Stadium,Darren England,Match Report,,18,E2
Regular season,9.0,Sat,2017-09-23,15:00,Derby County,1–1,Birmingham City,27392.0,iPro Stadium,Roger East,Match Report,,18,E2
Regular season,9.0,Sat,2017-09-23,17:30,Aston Villa,2–1,Nott'ham Forest,28554.0,Villa Park,Tim Robinson,Match Report,,18,E2
Regular season,9.0,Sun,2017-09-24,13:15,Sheffield Weds,2–4,Sheffield Utd,32839.0,Hillsborough Stadium,Simon Hooper,Match Report,,18,E2
,,,,,,,,,,,,,18,E2
Regular season,10.0,Tue,2017-09-26,19:45,Nott'ham Forest,1–3,Fulham,21208.0,The City Ground,Scott Duncan,Match Report,,18,E2
Regular season,10.0,Tue,2017-09-26,19:45,Ipswich Town,5–2,Sunderland,14907.0,Portman Road Stadium,Tim Robinson,Match Report,,18,E2
Regular season,10.0,Tue,2017-09-26,19:45,Brentford,1–1,Derby County,8679.0,Griffin Park,Andrew Davies,Match Report,,18,E2
Regular season,10.0,Tue,2017-09-26,19:45,Bristol City,2–0,Bolton,17203.0,Ashton Gate Stadium,Tony Harrington,Match Report,,18,E2
Regular season,10.0,Tue,2017-09-26,19:45,Barnsley,1–1,QPR,10920.0,Oakwell Stadium,Geoff Eltringham,Match Report,,18,E2
Regular season,10.0,Tue,2017-09-26,19:45,Burton Albion,0–4,Aston Villa,5786.0,Pirelli Stadium,Jonathan Moss,Match Report,,18,E2
Regular season,10.0,Tue,2017-09-26,19:45,Hull City,1–2,Preston,15443.0,Kingston Communications Stadium,James Linington,Match Report,,18,E2
Regular season,10.0,Tue,2017-09-26,19:45,Cardiff City,3–1,Leeds United,27160.0,Cardiff City Stadium,Kevin Friend,Match Report,,18,E2
Regular season,10.0,Tue,2017-09-26,19:45,Middlesbrough,0–1,Norwich City,24084.0,Riverside Stadium,Jeremy Simpson,Match Report,,18,E2
Regular season,10.0,Tue,2017-09-26,19:45,Millwall,2–1,Reading,10399.0,The Den,Andy Madley,Match Report,,18,E2
Regular season,10.0,Wed,2017-09-27,19:45,Birmingham City,1–0,Sheffield Weds,20365.0,St Andrew's Trillion Trophy Stadium,Steve Martin,Match Report,,18,E2
Regular season,10.0,Wed,2017-09-27,19:45,Sheffield Utd,2–0,Wolves,25893.0,Bramall Lane,Peter Bankes,Match Report,,18,E2
,,,,,,,,,,,,,18,E2
Regular season,11.0,Fri,2017-09-29,19:45,QPR,1–2,Fulham,16415.0,Loftus Road Stadium,Peter Bankes,Match Report,,18,E2
Regular season,11.0,Sat,2017-09-30,15:00,Ipswich Town,1–3,Bristol City,15256.0,Portman Road Stadium,Simon Hooper,Match Report,,18,E2
Regular season,11.0,Sat,2017-09-30,15:00,Middlesbrough,2–2,Brentford,24545.0,Riverside Stadium,Paul Tierney,Match Report,,18,E2
Regular season,11.0,Sat,2017-09-30,15:00,Nott'ham Forest,2–1,Sheffield Utd,25700.0,The City Ground,Andrew Davies,Match Report,,18,E2
Regular season,11.0,Sat,2017-09-30,15:00,Aston Villa,1–0,Bolton,31451.0,Villa Park,Jeremy Simpson,Match Report,,18,E2
Regular season,11.0,Sat,2017-09-30,15:00,Millwall,1–3,Barnsley,12147.0,The Den,Oliver Langford,Match Report,,18,E2
Regular season,11.0,Sat,2017-09-30,15:00,Cardiff City,0–0,Derby County,18480.0,Cardiff City Stadium,James Linington,Match Report,,18,E2
Regular season,11.0,Sat,2017-09-30,15:00,Burton Albion,0–4,Wolves,5080.0,Pirelli Stadium,Tony Harrington,Match Report,,18,E2
Regular season,11.0,Sat,2017-09-30,15:00,Hull City,6–1,Birmingham City,15608.0,Kingston Communications Stadium,Scott Duncan,Match Report,,18,E2
Regular season,11.0,Sat,2017-09-30,15:00,Preston,2–2,Sunderland,17621.0,Deepdale Stadium,Chris Kavanagh,Match Report,,18,E2
Regular season,11.0,Sat,2017-09-30,17:30,Reading,1–2,Norwich City,14226.0,Madejski Stadium,Tim Robinson,Match Report,,18,E2
Regular season,11.0,Sun,2017-10-01,12:15,Sheffield Weds,3–0,Leeds United,27972.0,Hillsborough Stadium,Andy Madley,Match Report,,18,E2
,,,,,,,,,,,,,18,E2
Regular season,12.0,Fri,2017-10-13,19:45,Birmingham City,1–0,Cardiff City,19059.0,St Andrew's Trillion Trophy Stadium,Geoff Eltringham,Match Report,,18,E2
Regular season,12.0,Fri,2017-10-13,19:45,Bristol City,0–0,Burton Albion,18212.0,Ashton Gate Stadium,James Linington,Match Report,,18,E2
Regular season,12.0,Sat,2017-10-14,15:00,Sheffield Utd,1–0,Ipswich Town,25799.0,Bramall Lane,Tony Harrington,Match Report,,18,E2
Regular season,12.0,Sat,2017-10-14,15:00,Brentford,1–0,Millwall,9622.0,Griffin Park,Lee Probert,Match Report,,18,E2
Regular season,12.0,Sat,2017-10-14,15:00,Barnsley,2–2,Middlesbrough,17163.0,Oakwell Stadium,Lee Mason,Match Report,,18,E2
Regular season,12.0,Sat,2017-10-14,15:00,Norwich City,1–1,Hull City,25666.0,Carrow Road,Keith Stroud,Match Report,,18,E2
Regular season,12.0,Sat,2017-10-14,15:00,Fulham,2–2,Preston,18435.0,Craven Cottage,Darren England,Match Report,,18,E2
Regular season,12.0,Sat,2017-10-14,15:00,Bolton,2–1,Sheffield Weds,17967.0,Macron Stadium,David Coote,Match Report,,18,E2
Regular season,12.0,Sat,2017-10-14,15:00,Leeds United,0–1,Reading,33900.0,Elland Road,Jeremy Simpson,Match Report,,18,E2
Regular season,12.0,Sat,2017-10-14,15:00,Sunderland,1–1,QPR,26066.0,Stadium of Light,Steve Martin,Match Report,,18,E2
Regular season,12.0,Sat,2017-10-14,17:30,Wolves,2–0,Aston Villa,30239.0,Molineux Stadium,Andrew Davies,Match Report,,18,E2
Regular season,12.0,Sun,2017-10-15,13:15,Derby County,2–0,Nott'ham Forest,31196.0,iPro Stadium,Andy Madley,Match Report,,18,E2
,,,,,,,,,,,,,18,E2
Regular season,13.0,Sat,2017-10-21,15:00,Bolton,1–1,QPR,14243.0,Macron Stadium,James Linington,Match Report,,18,E2
Regular season,13.0,Sat,2017-10-21,15:00,Aston Villa,2–1,Fulham,30724.0,Villa Park,Mike Jones,Match Report,,18,E2
Regular season,13.0,Sat,2017-10-21,15:00,Brentford,3–3,Sunderland,10726.0,Griffin Park,Darren England,Match Report,,18,E2
Regular season,13.0,Sat,2017-10-21,15:00,Bristol City,0–3,Leeds United,24435.0,Ashton Gate Stadium,Oliver Langford,Match Report,,18,E2
Regular season,13.0,Sat,2017-10-21,15:00,Wolves,3–2,Preston,27352.0,Molineux Stadium,Steve Martin,Match Report,,18,E2
Regular season,13.0,Sat,2017-10-21,15:00,Sheffield Utd,2–1,Reading,26265.0,Bramall Lane,David Coote,Match Report,,18,E2
Regular season,13.0,Sat,2017-10-21,15:00,Derby County,2–0,Sheffield Weds,27426.0,iPro Stadium,Scott Duncan,Match Report,,18,E2
Regular season,13.0,Sat,2017-10-21,15:00,Nott'ham Forest,2–0,Burton Albion,24686.0,The City Ground,Keith Stroud,Match Report,,18,E2
Regular season,13.0,Sat,2017-10-21,15:00,Barnsley,0–1,Hull City,13624.0,Oakwell Stadium,Peter Bankes,Match Report,,18,E2
Regular season,13.0,Sat,2017-10-21,15:00,Middlesbrough,0–1,Cardiff City,24806.0,Riverside Stadium,Andy Madley,Match Report,,18,E2
Regular season,13.0,Sat,2017-10-21,17:30,Millwall,2–0,Birmingham City,14500.0,The Den,Simon Hooper,Match Report,,18,E2
Regular season,13.0,Sun,2017-10-22,12:00,Ipswich Town,0–1,Norwich City,24928.0,Portman Road Stadium,Tim Robinson,Match Report,,18,E2
,,,,,,,,,,,,,18,E2
Regular season,14.0,Fri,2017-10-27,19:45,Leeds United,1–2,Sheffield Utd,34504.0,Elland Road,Scott Duncan,Match Report,,18,E2
Regular season,14.0,Sat,2017-10-28,12:30,Sheffield Weds,1–1,Barnsley,27097.0,Hillsborough Stadium,Anthony Taylor,Match Report,,18,E2
Regular season,14.0,Sat,2017-10-28,15:00,QPR,2–1,Wolves,16004.0,Loftus Road Stadium,Tony Harrington,Match Report,,18,E2
Regular season,14.0,Sat,2017-10-28,15:00,Sunderland,1–2,Bristol City,27317.0,Stadium of Light,Darren Bond,Match Report,,18,E2
Regular season,14.0,Sat,2017-10-28,15:00,Fulham,1–1,Bolton,18792.0,Craven Cottage,Geoff Eltringham,Match Report,,18,E2
Regular season,14.0,Sat,2017-10-28,15:00,Cardiff City,0–0,Millwall,18496.0,Cardiff City Stadium,Steve Martin,Match Report,,18,E2
Regular season,14.0,Sat,2017-10-28,15:00,Preston,2–3,Brentford,12005.0,Deepdale Stadium,David Coote,Match Report,,18,E2
Regular season,14.0,Sat,2017-10-28,15:00,Norwich City,1–2,Derby County,26048.0,Carrow Road,Peter Bankes,Match Report,,18,E2
Regular season,14.0,Sat,2017-10-28,15:00,Burton Albion,1–2,Ipswich Town,4110.0,Pirelli Stadium,Simon Hooper,Match Report,,18,E2
Regular season,14.0,Sat,2017-10-28,15:00,Reading,0–2,Middlesbrough,17928.0,Madejski Stadium,Oliver Langford,Match Report,,18,E2
Regular season,14.0,Sat,2017-10-28,17:30,Hull City,2–3,Nott'ham Forest,15780.0,Kingston Communications Stadium,Jeremy Simpson,Match Report,,18,E2
Regular season,14.0,Sun,2017-10-29,12:00,Birmingham City,0–0,Aston Villa,24408.0,St Andrew's Trillion Trophy Stadium,Andy Madley,Match Report,,18,E2
,,,,,,,,,,,,,18,E2
Regular season,15.0,Tue,2017-10-31,19:45,Sunderland,3–3,Bolton,26395.0,Stadium of Light,Tony Harrington,Match Report,,18,E2
Regular season,15.0,Tue,2017-10-31,19:45,QPR,1–0,Sheffield Utd,13604.0,Loftus Road Stadium,Keith Stroud,Match Report,,18,E2
Regular season,15.0,Tue,2017-10-31,19:45,Leeds United,1–2,Derby County,28565.0,Elland Road,Simon Hooper,Match Report,,18,E2
Regular season,15.0,Tue,2017-10-31,19:45,Hull City,1–3,Middlesbrough,15454.0,Kingston Communications Stadium,Tim Robinson,Match Report,,18,E2
Regular season,15.0,Tue,2017-10-31,19:45,Fulham,0–2,Bristol City,17634.0,Craven Cottage,Scott Duncan,Match Report,,18,E2
Regular season,15.0,Tue,2017-10-31,19:45,Burton Albion,2–4,Barnsley,3761.0,Pirelli Stadium,Jeremy Simpson,Match Report,,18,E2
Regular season,15.0,Tue,2017-10-31,19:45,Cardiff City,3–1,Ipswich Town,15951.0,Cardiff City Stadium,Oliver Langford,Match Report,,18,E2
Regular season,15.0,Tue,2017-10-31,19:45,Sheffield Weds,2–1,Millwall,23403.0,Hillsborough Stadium,James Linington,Match Report,,18,E2
Regular season,15.0,Tue,2017-10-31,19:45,Norwich City,0–2,Wolves,26554.0,Carrow Road,Darren England,Match Report,,18,E2
Regular season,15.0,Tue,2017-10-31,20:00,Reading,3–1,Nott'ham Forest,14868.0,Madejski Stadium,Paul Tierney,Match Report,,18,E2
Regular season,15.0,Wed,2017-11-01,19:45,Birmingham City,0–2,Brentford,19045.0,St Andrew's Trillion Trophy Stadium,Jonathan Moss,Match Report,,18,E2
Regular season,15.0,Wed,2017-11-01,19:45,Preston,0–2,Aston Villa,14212.0,Deepdale Stadium,Peter Bankes,Match Report,,18,E2
,,,,,,,,,,,,,18,E2
Regular season,16.0,Fri,2017-11-03,19:45,Wolves,2–0,Fulham,24388.0,Molineux Stadium,David Coote,Match Report,,18,E2
Regular season,16.0,Sat,2017-11-04,12:00,Bristol City,2–1,Cardiff City,21692.0,Ashton Gate Stadium,Mike Jones,Match Report,,18,E2
Regular season,16.0,Sat,2017-11-04,15:00,Sheffield Utd,4–1,Hull City,27466.0,Bramall Lane,Darren Bond,Match Report,,18,E2
Regular season,16.0,Sat,2017-11-04,15:00,Millwall,0–1,Burton Albion,11507.0,The Den,Tony Harrington,Match Report,,18,E2
Regular season,16.0,Sat,2017-11-04,15:00,Nott'ham Forest,4–0,QPR,24021.0,The City Ground,Tim Robinson,Match Report,,18,E2
Regular season,16.0,Sat,2017-11-04,15:00,Bolton,2–1,Norwich City,14786.0,Macron Stadium,Steve Martin,Match Report,,18,E2
Regular season,16.0,Sat,2017-11-04,15:00,Barnsley,2–0,Birmingham City,12946.0,Oakwell Stadium,James Linington,Match Report,,18,E2
Regular season,16.0,Sat,2017-11-04,15:00,Aston Villa,1–2,Sheffield Weds,33154.0,Villa Park,Geoff Eltringham,Match Report,,18,E2
